window_start,window_id,round,oof_rf_Camera,oof_rf_Light_T1,oof_rf_Light_XM,oof_rf_Sensor,oof_rf_Socket,oof_xgboost_Camera,oof_xgboost_Light_T1,oof_xgboost_Light_XM,oof_xgboost_Sensor,oof_xgboost_Socket,oof_lightgbm_Camera,oof_lightgbm_Light_T1,oof_lightgbm_Light_XM,oof_lightgbm_Sensor,oof_lightgbm_Socket,true_label
0.0,0,R6,0.896,0.02,0.03,0.052,0.002,0.9955199956893921,0.0004440734046511352,0.0024213616270571947,0.0013831869000568986,0.0002313542936462909,0.9999971433247408,3.919121572670215e-08,2.736426637497548e-06,5.526251303363188e-08,2.579489292111654e-08,Camera
16.40841269493103,1,R6,0.286,0.046,0.02,0.63,0.018,0.24297375977039337,0.00029531095060519874,0.00048569170758128166,0.7559928297996521,0.0002524570154491812,0.39367919269438617,2.1244069520785833e-07,2.0496784637439395e-07,0.6063202922047267,9.76923456629632e-08,Camera
21.816336631774902,2,R6,0.846,0.036,0.052,0.064,0.002,0.9988813996315002,0.0003068618825636804,0.0002944986044894904,0.00041587281157262623,0.00010131648014066741,0.9999997667005871,4.222332780724699e-09,1.2648286892952642e-07,9.877745687156635e-08,3.816754267798045e-09,Camera
32.912108182907104,3,R6,0.722,0.064,0.068,0.14,0.006,0.9990975856781006,0.00012206563405925408,0.00014526139420922846,0.0005694675492122769,6.561983900610358e-05,0.9999999643544984,1.4839158580770157e-09,6.382956647364979e-09,2.6497636303021722e-08,1.2809928512384166e-09,Camera
41.04926657676697,4,R6,0.778,0.072,0.066,0.08,0.004,0.9992120265960693,0.00022774329409003258,0.0001360285677947104,0.0003304430574644357,9.373309148941189e-05,0.9999998778061672,1.8528922013710775e-08,3.0951024268735144e-08,6.934784988701783e-08,3.3660369081340784e-09,Camera
51.446101665496826,5,R6,0.706,0.06,0.05,0.178,0.006,0.9941998720169067,0.0004217200621496886,0.0005180470179766417,0.004635412245988846,0.00022501680359710008,0.9999853173545187,1.0385015485885419e-08,1.9066532212392798e-08,1.4648109253733752e-05,5.0846796776325765e-09,Camera
61.49914860725403,6,R6,0.894,0.008,0.044,0.05,0.004,0.9986125230789185,0.00029496062779799104,0.0003572585992515087,0.0006706096464768052,6.458585266955197e-05,0.999999673357837,2.0857923898367213e-08,2.759177131716424e-07,2.4331244147856847e-08,5.53528172221257e-09,Camera
73.41196155548096,7,R6,0.78,0.044,0.046,0.128,0.002,0.9860671162605286,0.00017902425315696746,0.0002824370749294758,0.013371267355978489,0.00010014673171099275,0.9997892834995037,6.412379347923225e-08,4.6449527994850033e-07,0.00021014443630851314,4.344511433378541e-08,Camera
81.02167701721191,8,R6,0.91,0.02,0.024,0.042,0.004,0.9993496537208557,0.0001603710843482986,0.0002113334194291383,0.00020430171571206301,7.430516416206956e-05,0.9999996367848041,1.4361386532208795e-07,1.6991094541668622e-07,4.462931919785495e-08,5.061066090170217e-09,Camera
92.80597615242004,9,R6,0.794,0.056,0.058,0.08,0.012,0.9960753321647644,0.000497395871207118,0.0018030513310804963,0.001171846641227603,0.00045234282151795924,0.9999999180281699,1.141577532756401e-08,3.7581863671923084e-08,2.6291957654973214e-08,6.682233594986065e-09,Camera
100.02072978019714,10,R6,0.488,0.074,0.09,0.344,0.004,0.8053051829338074,0.008830590173602104,0.09168814867734909,0.0847216323018074,0.009454425424337387,0.9998674776786348,1.1993835534763083e-07,0.00012014188512609625,1.1788905845357545e-05,4.7159203851912943e-07,Camera
111.89992618560792,11,R6,0.832,0.048,0.05,0.068,0.002,0.9989364743232727,0.00026750826509669423,0.00036211436963640153,0.0002493720094207674,0.0001845480437623337,0.9999999055166315,4.24088405197227e-08,3.867932139194678e-08,9.346009152595389e-09,4.0491974133317895e-09,Camera
