window_start,window_id,round,oof_rf_Camera,oof_rf_Light_T1,oof_rf_Light_XM,oof_rf_Sensor,oof_rf_Socket,oof_xgboost_Camera,oof_xgboost_Light_T1,oof_xgboost_Light_XM,oof_xgboost_Sensor,oof_xgboost_Socket,oof_lightgbm_Camera,oof_lightgbm_Light_T1,oof_lightgbm_Light_XM,oof_lightgbm_Sensor,oof_lightgbm_Socket,true_label
0.0,0,R2,0.954,0.026,0.014,0.006,0.0,0.9994327425956726,0.00018157236627303064,0.00016825032071210444,6.497777940239757e-05,0.00015246505790855736,0.9999998536379006,1.7962443374264034e-08,3.793590706309632e-08,1.961228544253187e-08,7.085146361175549e-08,Camera
10.053329229354858,1,R2,0.972,0.014,0.006,0.002,0.006,0.9988237023353577,0.0003071703249588609,0.000331674498738721,0.0001438846520613879,0.0003935938293579966,0.9999982840712885,3.069502965574233e-07,2.006342912619661e-07,1.8092024486667595e-07,1.0274238789996637e-06,Camera
20.104656457901,2,R2,0.888,0.044,0.024,0.036,0.008,0.9981741905212402,0.0012306764256209135,0.00023623455490451306,0.00017426353588234633,0.00018462754087522626,0.9999959320970224,3.6056760746496716e-06,2.028129816583298e-07,1.09597471515355e-07,1.4981644977598762e-07,Camera
30.16630244255066,3,R2,0.948,0.018,0.026,0.006,0.002,0.9994553923606873,8.803976379567757e-05,0.0002383831888437271,6.574451981578022e-05,0.00015246850671246648,0.9999997544036873,8.805232367251585e-09,1.595250000210557e-07,1.806515810655144e-08,5.9200922179010656e-08,Camera
40.25341510772705,4,R2,0.976,0.012,0.008,0.004,0.0,0.9994039535522461,9.691451123217121e-05,0.00023727116058580577,8.923399582272395e-05,0.0001726831542328,0.9999996760763968,1.4087174474747724e-07,4.0431814308679646e-08,3.420013842978363e-08,1.0841990550075125e-07,Camera
50.29353189468384,5,R2,0.91,0.06,0.02,0.008,0.002,0.9989114999771118,0.0004596318176481873,0.00036108336644247174,7.938597991596907e-05,0.0001884179364424199,0.9999994726648377,2.7172729915302535e-07,7.028921990771758e-08,3.2902935037950334e-08,1.5241570795692362e-07,Camera
60.37295746803284,6,R2,0.94,0.018,0.036,0.006,0.0,0.9990280866622925,0.00010362945613451302,0.0006213612505234778,8.477766823489219e-05,0.00016215143841691315,0.9999981169225259,1.1755263926269963e-07,1.6826126442917174e-06,2.0374035181357383e-08,6.253815543065652e-08,Camera
70.43794751167297,7,R2,0.92,0.028,0.032,0.02,0.0,0.9992910623550415,0.00012062524183420464,0.00030609083478339016,9.96293529169634e-05,0.0001825508225010708,0.9999994548006511,5.592509044367301e-08,2.85427163974464e-07,6.259438714360087e-08,1.412527073748244e-07,Camera
80.02296090126038,8,R2,0.784,0.078,0.048,0.068,0.022,0.9985743761062622,0.00031066586961969733,0.0004635786172002554,0.00032089967862702906,0.0003304643905721605,0.9999985933944003,7.09628136924142e-07,2.1199825683710714e-07,1.8373128436815206e-07,3.012479216711288e-07,Camera
90.42152571678162,9,R2,0.968,0.012,0.006,0.006,0.008,0.9991094470024109,0.00023601659631822258,0.00024731591111049056,0.00011053385242121294,0.00029662714223377407,0.9999994779604865,8.732943102020517e-08,9.395827581967854e-08,4.990593778755313e-08,2.908458690999679e-07,Camera
