window_start,window_id,round,oof_rf_Camera,oof_rf_Light_T1,oof_rf_Light_XM,oof_rf_Sensor,oof_rf_Socket,oof_xgboost_Camera,oof_xgboost_Light_T1,oof_xgboost_Light_XM,oof_xgboost_Sensor,oof_xgboost_Socket,oof_lightgbm_Camera,oof_lightgbm_Light_T1,oof_lightgbm_Light_XM,oof_lightgbm_Sensor,oof_lightgbm_Socket,true_label
0.0,0,R3,0.508,0.192,0.128,0.17,0.002,0.9993797540664673,9.626056998968124e-05,0.0002063474676106125,0.00030297317425720394,1.4592836123483721e-05,0.999999992921973,2.180965075806096e-09,6.424731715967473e-10,4.230711814186447e-09,2.3876916641411026e-11,Camera
11.316590547561646,1,R3,0.508,0.102,0.082,0.306,0.002,0.9979822635650635,0.0002446762809995562,0.0009978128364309669,0.0007382364710792899,3.697308784467168e-05,0.9999996873234688,4.5531276601417675e-09,1.6384203127812688e-09,3.0641910202492314e-07,6.588145108535139e-11,Camera
21.04049634933472,2,R3,0.628,0.082,0.174,0.114,0.002,0.9951488375663757,0.00015387270832434297,0.003202826250344515,0.0014549153856933117,3.95617498725187e-05,0.9999993500649967,4.492675222915686e-09,2.5796085042003355e-07,3.8733519770391913e-07,1.4627989045175785e-10,Camera
30.76819658279419,3,R3,0.474,0.074,0.1,0.352,0.0,0.996431827545166,0.0001280449505429715,0.0007829832611605525,0.0026276186108589172,2.9531869586207904e-05,0.9999962469882728,1.7727540535677333e-09,1.4103866465312833e-08,3.7370585458629504e-06,7.656082866654943e-11,Camera
41.51877021789551,4,R3,0.436,0.082,0.08,0.402,0.0,0.9934566617012024,0.00022405487834475935,0.0009489085059612989,0.005328217055648565,4.211898703943007e-05,0.9999746329839158,6.218795749656599e-09,1.3101336933972787e-07,2.5229658314707985e-05,1.2560438631075146e-10,Camera
50.01979041099548,5,R3,0.678,0.078,0.13,0.11,0.004,0.9985958933830261,0.00010959138307953253,0.0009386080782860518,0.00033297576010227203,2.291997952852398e-05,0.9999996855899544,1.5453977209403555e-08,2.6146282201097165e-07,3.737923339331896e-08,1.1401278293894567e-10,Camera
60.02364754676819,6,R3,0.562,0.052,0.058,0.324,0.004,0.9959701299667358,4.3600717617664486e-05,0.000494240433908999,0.0034757612738758326,1.6248905012616888e-05,0.9999713859304797,8.965353582198659e-11,7.70165916507521e-09,2.8606262886575237e-05,1.532089711896693e-11,Camera
71.61987495422363,7,R3,0.652,0.054,0.046,0.248,0.0,0.9996857643127441,1.2762776350427885e-05,0.00020541111007332802,9.122541814576834e-05,4.882858320343075e-06,0.9999999847812497,3.339164101906584e-11,5.535118197247628e-09,9.647144875937124e-09,3.0953205232395117e-12,Camera
80.01431274414062,8,R3,0.724,0.05,0.142,0.076,0.008,0.9988865256309509,3.164272857247852e-05,0.0009338995441794395,0.000135836613480933,1.2091315511497669e-05,0.9999999144861695,1.92716301032596e-10,7.739312994553528e-08,7.91670356975556e-09,1.1280744994237442e-11,Camera
90.02589964866638,9,R3,0.58,0.08,0.078,0.26,0.002,0.9991063475608826,0.00012020713620586321,0.0002371355949435383,0.0005253730341792107,1.0867946912185289e-05,0.9999999224167051,6.210029930718539e-09,8.660236220388587e-10,7.049738632627739e-08,9.854984676054752e-12,Camera
101.83318448066711,10,R3,0.59,0.06,0.05,0.3,0.0,0.9986979961395264,2.279947148053907e-05,0.0003023440658580512,0.0009676099289208651,9.214902092935517e-06,0.9999964736666044,2.7745573450636623e-10,2.0055246637552272e-08,3.505990095265362e-06,1.0597921250539792e-11,Camera
111.14143919944765,11,R3,0.64,0.094,0.11,0.15,0.006,0.9873900413513184,0.00038337637670338154,0.007261232007294893,0.00480791786685586,0.0001574458001414314,0.9999958413343393,1.909938930877122e-08,6.865543332114051e-07,3.4519744147515536e-06,1.037523427647457e-09,Camera
121.98635196685792,12,R3,0.61,0.044,0.06,0.286,0.0,0.9993841648101807,2.048393253062386e-05,0.00021719744836445898,0.00037029036320745945,7.785686648276169e-06,0.9999993307430453,9.485217335750391e-11,1.1658229127248419e-09,6.679895063034224e-07,6.7734020533136554e-12,Camera
132.02438974380493,13,R3,0.672,0.126,0.102,0.1,0.0,0.9995375871658325,5.074925138615072e-05,0.0003845500177703798,1.9308037735754624e-05,7.790655217831954e-06,0.9999999657637416,2.352139848315243e-10,3.395943984276064e-08,3.7890865888801884e-11,3.71368598095346e-12,Camera
140.03105449676514,14,R3,0.768,0.068,0.056,0.102,0.006,0.9996254444122314,1.407934269082034e-05,0.0001957524218596518,0.00015602652274537832,8.681678082211874e-06,0.9999999715819791,3.9342297596040647e-10,1.8338482031855725e-08,9.675278806563106e-09,1.0837037485469426e-11,Camera
152.1944591999054,15,R3,0.638,0.172,0.11,0.08,0.0,0.9983173608779907,0.00013017306628171355,0.001364685595035553,0.000159006318426691,2.874712117773015e-05,0.9999999098652003,2.7173178052648156e-09,8.627176815712108e-08,1.0999236314753975e-09,4.578996948619174e-11,Camera
162.30158972740173,16,R3,0.602,0.05,0.058,0.288,0.002,0.9985390901565552,2.355979995627422e-05,0.0004218339454382658,0.0010058251209557056,9.695034350443166e-06,0.9999931530563346,2.188372733143239e-10,2.2106320176946277e-08,6.824605211546132e-06,1.3296312114869989e-11,Camera
171.20287895202637,17,R3,0.674,0.074,0.132,0.112,0.008,0.998244047164917,3.234993346268311e-05,0.0013230197364464402,0.00038457498885691166,1.6069056073320098e-05,0.9999998552196977,1.3674796986720323e-10,4.223255859333545e-09,1.4040724455266367e-07,1.3054029973789093e-11,Camera
180.0351903438568,18,R3,0.556,0.04,0.08,0.322,0.002,0.9984341263771057,2.7170121029485017e-05,0.0003298257652204484,0.001198659185320139,1.0219078831141815e-05,0.999991072916137,1.7344918206463257e-10,1.3336197266906267e-08,8.913560680591818e-06,1.3535872241232316e-11,Camera
192.49667954444885,19,R3,0.618,0.058,0.058,0.264,0.002,0.9995446801185608,1.7534985090605915e-05,0.00013081439828965813,0.0002992730005644262,7.655793524463661e-06,0.999999452069444,8.525162615491804e-11,5.095157865467012e-10,5.473308910516394e-07,4.897627480489092e-12,Camera
201.2340497970581,20,R3,0.628,0.078,0.134,0.156,0.004,0.9985925555229187,3.512118200887926e-05,0.0004162260447628796,0.0009446570766158402,1.141906795965042e-05,0.9999991572608867,6.205087923840888e-11,4.830654063650212e-09,8.378406581455911e-07,5.7500157517346686e-12,Camera
212.6011743545532,21,R3,0.602,0.084,0.074,0.238,0.002,0.9993945360183716,0.00010518989438423887,0.00025141265359707177,0.00023819234047550708,1.0633481906552333e-05,0.9999999837926117,8.400727871662587e-09,8.593775333938125e-10,6.936862056010901e-09,1.0420824961022139e-11,Camera
222.670994758606,22,R3,0.59,0.068,0.076,0.266,0.0,0.9989773035049438,4.37917115050368e-05,0.0002231011021649465,0.0007457156898453832,1.009681000141427e-05,0.9999986562711235,6.256952327510519e-10,2.202602991354281e-09,1.3408859899720752e-06,1.4588326464070775e-11,Camera
230.0349540710449,23,R3,0.61,0.076,0.126,0.186,0.002,0.9921573400497437,8.255898137576878e-05,0.0005487200105562806,0.007175893522799015,3.5490229493007064e-05,0.9999975595475071,2.708280388465533e-10,3.8303369015724076e-09,2.4363107301352915e-06,4.059767941563789e-11,Camera
242.81192255020144,24,R3,0.59,0.06,0.062,0.288,0.0,0.9988723397254944,2.350721479160711e-05,0.0002909570175688714,0.0008043849375098944,8.844383046380244e-06,0.9999896974561235,2.4406635315849863e-10,1.7373957979216965e-08,1.0284912608216007e-05,1.3243899258566407e-11,Camera
