window_start,window_id,round,oof_rf_Camera,oof_rf_Light_T1,oof_rf_Light_XM,oof_rf_Sensor,oof_rf_Socket,oof_xgboost_Camera,oof_xgboost_Light_T1,oof_xgboost_Light_XM,oof_xgboost_Sensor,oof_xgboost_Socket,oof_lightgbm_Camera,oof_lightgbm_Light_T1,oof_lightgbm_Light_XM,oof_lightgbm_Sensor,oof_lightgbm_Socket,true_label
0.0,0,R3,0.508,0.228,0.138,0.122,0.004,0.9987045526504517,0.0002977676340378821,0.0004922309308312833,0.00032283709151670337,0.00018255558097735047,0.9999997607880419,5.311402725163768e-08,1.0049228303892559e-07,4.0650175067032225e-08,4.495547258259155e-08,Camera
11.316590547561646,1,R3,0.504,0.114,0.104,0.274,0.004,0.997456967830658,0.0003957238222938031,0.0006519447197206318,0.0012860118877142668,0.00020931503968313336,0.9999942670411284,2.1160573360447535e-07,8.988171918500328e-08,5.373658149925477e-06,5.7813268932130485e-08,Camera
21.04049634933472,2,R3,0.608,0.064,0.232,0.092,0.004,0.9933199882507324,0.0005600011209025979,0.005049264524132013,0.0008113842341117561,0.0002594076795503497,0.9999917820529914,2.7813217569917998e-08,8.12917694945111e-06,2.6993867253309604e-08,3.396297419426085e-08,Camera
30.76819658279419,3,R3,0.42,0.112,0.108,0.356,0.004,0.996181845664978,0.0002336620818823576,0.001292854081839323,0.0021144619677215815,0.00017724359349813312,0.999996851140745,1.3027557976096294e-08,4.4506820294798804e-07,2.6719476683027447e-06,1.881582559266492e-08,Camera
41.51877021789551,4,R3,0.41,0.106,0.1,0.382,0.002,0.9950965046882629,0.00021662269136868417,0.000699732918292284,0.0037752874195575714,0.00021185602236073464,0.9998963744213838,7.88198022450942e-08,6.738360993420498e-07,0.0001028154243538835,5.7498360610681716e-08,Camera
50.01979041099548,5,R3,0.626,0.066,0.196,0.106,0.006,0.9952073693275452,0.000286565424175933,0.003471382660791278,0.0007768942159600556,0.00025773837114684284,0.9999993654404943,1.0456783932147008e-08,5.667503929678733e-07,3.692750510705021e-08,2.042482380097967e-08,Camera
60.02364754676819,6,R3,0.56,0.06,0.068,0.308,0.004,0.9934462904930115,0.00010843983181985095,0.0009909250074997544,0.005292990710586309,0.0001613540662219748,0.9999651587685977,3.872588684060622e-09,4.918729696302945e-07,3.4328876011165084e-05,1.6609832867433412e-08,Camera
71.61987495422363,7,R3,0.642,0.072,0.058,0.224,0.004,0.998468816280365,0.00016691125347279012,0.00019739802519325167,0.0010322789894416928,0.00013461464550346136,0.999998763360071,1.0797531515937925e-08,5.898121135510197e-09,1.2131968693053938e-06,6.747407281017777e-09,Camera
80.01431274414062,8,R3,0.684,0.068,0.162,0.078,0.008,0.9963435530662537,0.00046252136235125363,0.0024872601497918367,0.00045235242578200996,0.0002543519367463887,0.9999966925079816,2.4173213413607544e-08,3.2531419921930868e-06,1.3339864391899629e-08,1.683694823128029e-08,Camera
90.02589964866638,9,R3,0.542,0.092,0.084,0.28,0.002,0.9982603192329407,0.0002769622951745987,0.0003832545771729201,0.0009288809960708022,0.00015053180686663836,0.9999995389199535,4.774236009086461e-08,9.980651841121737e-09,3.9481010078338617e-07,8.546933621680161e-09,Camera
